Data;Mese;Descrizione;Importo Entrata;Importo Uscita;Categoria;Conto
14/09/2025;Settembre;colaz berge;;7,10 €;Bar e Ristoranti;Satispay
14/09/2025;Settembre;cochine;;7,00 €;Bar e Ristoranti;Satispay
14/09/2025;Settembre;benzina;;15,31 €;Viaggi e Trasporti;ING - CC
14/09/2025;Settembre;bla bla car;;12,39 €;Viaggi e Trasporti;ING - CC
16/09/2025;Settembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
16/09/2025;Settembre;ricarica satispay;;33,00 €;Trasferimenti;ING - CC
16/09/2025;Settembre;ricarica satispay;€ 33,00;;Trasferimenti;Satispay
18/09/2025;Settembre;icloud;;0,99 €;Casa e Utenze;ING - CC
17/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
18/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
18/09/2025;Settembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
18/09/2025;Settembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
18/09/2025;Settembre;pranzo;;2,26 €;Bar e Ristoranti;ING - CC
18/09/2025;Settembre;ricarica macchinette;;5,00 €;Bar e Ristoranti;ING - CC
18/09/2025;Settembre;bus;;2,20 €;Viaggi e Trasporti;ING - CC
18/09/2025;Settembre;birre;;12,00 €;Bar e Ristoranti;Satispay
19/09/2025;Settembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
22/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
22/09/2025;Settembre;crediti ai;;4,95 €;Altro;ING - CC
23/09/2025;Settembre;bla bla car;;12,39 €;Viaggi e Trasporti;ING - CC
23/09/2025;Settembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
24/09/2025;Settembre;bar;;3,70 €;Bar e Ristoranti;Satispay
24/09/2025;Settembre;fornaio;;5,30 €;Spesa;Satispay
24/09/2025;Settembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
19/09/2025;Settembre;pranzo;;4,50 €;Bar e Ristoranti;ING - CC
19/09/2025;Settembre;radler;;12,00 €;Bar e Ristoranti;ING - CC
20/09/2025;Settembre;colaz bar bicocca;;11,30 €;Bar e Ristoranti;ING - CC
20/09/2025;Settembre;siga;;6,20 €;Altro;ING - CC
20/09/2025;Settembre;giannasi;;23,45 €;Bar e Ristoranti;ING - CC
21/09/2025;Settembre;cinese sarpi;;9,00 €;Bar e Ristoranti;ING - CC
21/09/2025;Settembre;cochine;;6,00 €;Bar e Ristoranti;ING - CC
25/09/2025;Settembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
25/09/2025;Settembre;pranzo;;16,00 €;Bar e Ristoranti;Buoni Pasto
25/09/2025;Settembre;pranzo;;2,90 €;Bar e Ristoranti;ING - CC
25/09/2025;Settembre;zity;;13,34 €;Viaggi e Trasporti;ING - CC
25/09/2025;Settembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
26/09/2025;Settembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
26/09/2025;Settembre;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
26/09/2025;Settembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
26/09/2025;Settembre;spesa;;15,91 €;Spesa;ING - CC
27/09/2025;Settembre;bar;;2,40 €;Bar e Ristoranti;Satispay
27/09/2025;Settembre;miele di betta;;11,00 €;Shopping;Revolut
27/09/2025;Settembre;ape;;7,00 €;Bar e Ristoranti;ING - CC
28/09/2025;Settembre;pizza e focaccia;;11,62 €;Bar e Ristoranti;Satispay
28/09/2025;Settembre;caffè e acqua;;3,00 €;Bar e Ristoranti;ING - CC
27/09/2025;Settembre;google one;;2,99 €;Casa e Utenze;ING - CC
27/09/2025;Settembre;bla bla car;€ 12,39;;Viaggi e Trasporti;ING - CC
12/09/2025;Settembre;farmacia;;2,00 €;Salute;ING - CC
27/09/2025;Settembre;DA TROVARE;;1,55 €;Altro;Revolut
29/09/2025;Settembre;caffè;;2,40 €;Bar e Ristoranti;Satispay
29/09/2025;Settembre;cochina;;1,95 €;Spesa;ING - CC
30/09/2025;Settembre;stipendio;€ 1.585,00;;Stipendio;ING - CC
30/09/2025;Settembre;risparmi;;100,00 €;Trasferimenti;ING - CC
30/09/2025;Settembre;risparmi;€ 100,00;;Trasferimenti;ING - CD
29/09/2025;Settembre;ricarica satispay;;47,02 €;Trasferimenti;ING - CC
29/09/2025;Settembre;ricarica satispay;€ 47,02;;Trasferimenti;Satispay
30/09/2025;Settembre;caffè;;3,70 €;Bar e Ristoranti;Satispay
30/09/2025;Settembre;prelievo;;40,00 €;Trasferimenti;ING - CC
30/09/2025;Settembre;prelievo;€ 40,00;;Trasferimenti;Cash
30/09/2025;Settembre;garage;;28,00 €;Auto e Moto;Cash
30/09/2025;Settembre;benzina;;43,32 €;Viaggi e Trasporti;ING - CC
30/09/2025;Settembre;pizza;;22,00 €;Bar e Ristoranti;ING - CC
01/10/2025;Ottobre;macellaio;;16,10 €;Spesa;ING - CC
02/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
02/10/2025;Ottobre;merenda;;2,00 €;Bar e Ristoranti;Cash
02/10/2025;Ottobre;pranzo;;12,24 €;Bar e Ristoranti;ING - CC
02/10/2025;Ottobre;metro;;6,60 €;Viaggi e Trasporti;ING - CC
02/10/2025;Ottobre;burger king;;20,90 €;Bar e Ristoranti;ING - CC
03/10/2025;Ottobre;bla bla car;€ 12,00;;Viaggi e Trasporti;Paypal
04/10/2025;Ottobre;bar;;4,00 €;Bar e Ristoranti;Cash
04/10/2025;Ottobre;benzina;;46,59 €;Viaggi e Trasporti;ING - CC
02/10/2025;Ottobre;pac;€ 270,00;;Trasferimenti;Investimenti
02/10/2025;Ottobre;pac;;270,00 €;Trasferimenti;ING - CC
04/10/2025;Ottobre;cena oulx;;64,50 €;Bar e Ristoranti;ING - CC
05/10/2025;Ottobre;zabaione;;3,50 €;Bar e Ristoranti;Cash
05/10/2025;Ottobre;caffè;;3,10 €;Bar e Ristoranti;ING - CC
06/10/2025;Ottobre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
06/10/2025;Ottobre;parcheggio;;4,00 €;Viaggi e Trasporti;ING - CC
06/10/2025;Ottobre;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
06/10/2025;Ottobre;siga;;6,80 €;Altro;ING - CC
06/10/2025;Ottobre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
06/10/2025;Ottobre;parcheggio;;4,00 €;Viaggi e Trasporti;ING - CC
06/10/2025;Ottobre;openai api;;5,53 €;Altro;ING - CC
07/10/2025;Ottobre;bar;;3,20 €;Bar e Ristoranti;Satispay
07/10/2025;Ottobre;spesa;;6,59 €;Spesa;ING - CC
07/10/2025;Ottobre;benzina;;10,08 €;Viaggi e Trasporti;ING - CC
07/10/2025;Ottobre;birra;;6,00 €;Bar e Ristoranti;Paypal
08/10/2025;Ottobre;bar;;3,70 €;Bar e Ristoranti;Satispay
08/10/2025;Ottobre;benzina;;20,00 €;Viaggi e Trasporti;ING - CC
09/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
10/10/2025;Ottobre;bar;;6,20 €;Bar e Ristoranti;Satispay
10/10/2025;Ottobre;prime;;4,99 €;Casa e Utenze;ING - CC
10/10/2025;Ottobre;spesa;;5,30 €;Spesa;ING - CC
10/10/2025;Ottobre;cinese delivery;;28,80 €;Bar e Ristoranti;ING - CC
11/10/2025;Ottobre;caffè;;4,50 €;Bar e Ristoranti;ING - CC
11/10/2025;Ottobre;birre laigue;;15,00 €;Bar e Ristoranti;ING - CC
11/10/2025;Ottobre;backblaze;;1,77 €;Casa e Utenze;ING - CC
11/10/2025;Ottobre;unipolmove;;67,40 €;Viaggi e Trasporti;ING - CC
11/10/2025;Ottobre;ape;;7,00 €;Bar e Ristoranti;Paypal
12/10/2025;Ottobre;colaz;;12,60 €;Bar e Ristoranti;Satispay
12/10/2025;Ottobre;birre;;10,00 €;Bar e Ristoranti;ING - CC
12/10/2025;Ottobre;bar;;6,10 €;Bar e Ristoranti;Satispay
12/10/2025;Ottobre;github copilot;;11,22 €;Casa e Utenze;Paypal
12/10/2025;Ottobre;boutique cena;;45,00 €;Bar e Ristoranti;ING - CC
13/10/2025;Ottobre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
13/10/2025;Ottobre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
13/10/2025;Ottobre;pranzo;;5,00 €;Bar e Ristoranti;ING - CC
14/10/2025;Ottobre;lime;;3,99 €;Viaggi e Trasporti;Paypal
14/10/2025;Ottobre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
14/10/2025;Ottobre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
14/10/2025;Ottobre;pranzo;;2,00 €;Bar e Ristoranti;ING - CC
13/10/2025;Ottobre;ricarica satispay;;45,10 €;Trasferimenti;ING - CC
13/10/2025;Ottobre;ricarica satispay;€ 45,10;;Trasferimenti;Satispay
15/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
10/10/2025;Ottobre;addebito carta di credito;;135,81 €;Shopping;ING - CC
12/10/2025;Ottobre;iliad;;9,99 €;Casa e Utenze;ING - CC
16/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
16/10/2025;Ottobre;tabacchi;;8,70 €;Altro;ING - CC
16/10/2025;Ottobre;fornaio;;4,75 €;Bar e Ristoranti;Satispay
17/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
18/10/2025;Ottobre;icloud;;0,99 €;Casa e Utenze;Paypal
18/10/2025;Ottobre;telecomando garage;;20,00 €;Auto e Moto;ING - CC
18/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
18/10/2025;Ottobre;benzina;;28,49 €;Viaggi e Trasporti;ING - CC
18/10/2025;Ottobre;mc;;19,86 €;Bar e Ristoranti;ING - CC
19/10/2025;Ottobre;bla bla car;;12,39 €;Viaggi e Trasporti;ING - CC
19/10/2025;Ottobre;colaz bar;;10,00 €;Bar e Ristoranti;ING - CC
19/10/2025;Ottobre;cooltra;;5,29 €;Viaggi e Trasporti;ING - CC
19/10/2025;Ottobre;pizza berberè;;15,00 €;Bar e Ristoranti;ING - CC
19/10/2025;Ottobre;muji x mamma;;34,55 €;Shopping;ING - CC
19/10/2025;Ottobre;metro;;4,40 €;Viaggi e Trasporti;ING - CC
19/10/2025;Ottobre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
20/10/2025;Ottobre;rimborso mamma muji;€ 35,00;;Shopping;Cash
20/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
21/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
22/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
22/10/2025;Ottobre;pranzo;;16,00 €;Bar e Ristoranti;Buoni Pasto
22/10/2025;Ottobre;metro;;4,40 €;Viaggi e Trasporti;ING - CC
22/10/2025;Ottobre;metro;;4,40 €;Viaggi e Trasporti;ING - CC
23/10/2025;Ottobre;pranzo;;20,00 €;Bar e Ristoranti;Cash
23/10/2025;Ottobre;pranzo;€ 10,00;;Bar e Ristoranti;Satispay
23/10/2025;Ottobre;metro;;6,60 €;Viaggi e Trasporti;ING - CC
23/10/2025;Ottobre;nhero;;41,00 €;Bar e Ristoranti;ING - CC
24/10/2025;Ottobre;borraccia;;5,99 €;Shopping;ING - CC
24/10/2025;Ottobre;birre;;10,00 €;Bar e Ristoranti;Cash
25/10/2025;Ottobre;burger king spuntino;;4,00 €;Bar e Ristoranti;ING - CC
25/10/2025;Ottobre;spesa;;22,81 €;Spesa;ING - CC
25/10/2025;Ottobre;spesa coop;;16,00 €;;
25/10/2025;Ottobre;spesa coop;;22,31 €;;
26/10/2025;Ottobre;tossini;;12,88 €;Spesa;ING - CC
26/10/2025;Ottobre;tossini;;5,72 €;Spesa;ING - CC
26/10/2025;Ottobre;parcheggio camogli;;5,00 €;Viaggi e Trasporti;ING - CC
26/10/2025;Ottobre;starbucks;;6,80 €;Bar e Ristoranti;ING - CC
26/10/2025;Ottobre;metro ge;;2,00 €;Viaggi e Trasporti;ING - CC
26/10/2025;Ottobre;spesa;;16,00 €;Spesa;Buoni Pasto
26/10/2025;Ottobre;spesa;;1,52 €;Spesa;ING - CC
27/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
27/10/2025;Ottobre;google one;;2,99 €;Casa e Utenze;ING - CC
27/10/2025;Ottobre;ghironda;;22,50 €;Bar e Ristoranti;ING - CC
28/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
28/10/2025;Ottobre;prelievo;€ 40,00;;Trasferimenti;Cash
28/10/2025;Ottobre;prelievo;;40,00 €;Trasferimenti;ING - CC
28/10/2025;Ottobre;bus;;1,30 €;Viaggi e Trasporti;ING - CC
28/10/2025;Ottobre;garage;;28,00 €;Auto e Moto;Cash
29/10/2025;Ottobre;bla bla car;;16,19 €;Viaggi e Trasporti;ING - CC
30/10/2025;Ottobre;bar;;2,40 €;Bar e Ristoranti;Satispay
31/10/2025;Ottobre;stipendio;€ 1.809,00;;Stipendio;ING - CC
31/10/2025;Ottobre;risparmi;;500,00 €;Trasferimenti;ING - CC
31/10/2025;Ottobre;risparmi;€ 500,00;;Trasferimenti;ING - CD
31/10/2025;Ottobre;pac;;270,00 €;Trasferimenti;ING - CC
31/10/2025;Ottobre;pac;€ 270,00;;Trasferimenti;Investimenti
31/10/2025;Ottobre;acquisto domini tommasominuto.it e tommasominuto.com;;4,76 €;Altro;ING - CC
31/10/2025;Ottobre;cena ramen;;47,00 €;Bar e Ristoranti;ING - CC
01/11/2025;Novembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
02/11/2025;Novembre;bar;;3,70 €;Bar e Ristoranti;ING - CC
02/11/2025;Novembre;cursor;;17,36 €;Casa e Utenze;ING - CC
03/11/2025;Novembre;pranzo;;6,60 €;Bar e Ristoranti;ING - CC
03/11/2025;Novembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
03/11/2025;Novembre;metro;;4,40 €;Viaggi e Trasporti;ING - CC
04/11/2025;Novembre;treno;;4,00 €;Viaggi e Trasporti;Paypal
04/11/2025;Novembre;ricarica macchinette;;8,00 €;Bar e Ristoranti;Buoni Pasto
04/11/2025;Novembre;pranzo centevot;;13,50 €;Bar e Ristoranti;Satispay
04/11/2025;Novembre;metro;;7,60 €;Viaggi e Trasporti;ING - CC
04/11/2025;Novembre;ricarica scuter;;0,50 €;Viaggi e Trasporti;ING - CC
05/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
06/11/2025;Novembre;bar;;3,70 €;Bar e Ristoranti;Satispay
06/11/2025;Novembre;fornaio;;9,60 €;Spesa;Satispay
06/11/2025;Novembre;regalo gianluca meroni;;10,00 €;Altro;ING - CC
06/11/2025;Novembre;sketchup mamma;;62,36 €;Altro;Allianz
06/11/2025;Novembre;sketchup mamma;;2,30 €;Altro;Paypal
08/11/2025;Novembre;birra;;9,00 €;Bar e Ristoranti;ING - CC
08/11/2025;Novembre;birra;;2,00 €;Bar e Ristoranti;Cash
09/11/2025;Novembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
09/11/2025;Novembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
09/11/2025;Novembre;spesa esselunga albenga;;56,00 €;Spesa;Buoni Pasto
10/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
10/11/2025;Novembre;ricarica satispay;;47,95 €;Trasferimenti;ING - CC
10/11/2025;Novembre;ricarica satispay;€ 47,95;;Trasferimenti;Satispay
10/11/2025;Novembre;addebito carta di credito;;107,81 €;Shopping;ING - CC
10/11/2025;Novembre;prime;;4,99 €;Casa e Utenze;ING - CC
08/11/2025;Novembre;parrucchiere;;25,00 €;Salute;ING - CC
08/11/2025;Novembre;cursor;;18,08 €;Casa e Utenze;ING - CC
11/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
11/11/2025;Novembre;pranzo;;3,90 €;Bar e Ristoranti;ING - CC
11/11/2025;Novembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
11/11/2025;Novembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
11/11/2025;Novembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
12/11/2025;Novembre;of;;3,70 €;Casa e Utenze;ING - CC
12/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
12/11/2025;Novembre;iliad;;9,99 €;Casa e Utenze;ING - CC
11/11/2025;Novembre;backblaze;;1,79 €;Casa e Utenze;ING - CC
12/11/2025;Novembre;unipolmove;;131,50 €;Viaggi e Trasporti;ING - CC
12/11/2025;Novembre;openrouter crediti;;10,00 €;Casa e Utenze;ING - CC
12/11/2025;Novembre;github copilot;;14,00 €;Casa e Utenze;ING - CC
12/11/2025;Novembre;github copilot;;14,00 €;Casa e Utenze;ING - CC
14/11/2025;Novembre;igiene dentale;;102,00 €;Salute;ING - CC
14/11/2025;Novembre;spesa;;9,00 €;Spesa;ING - CC
15/11/2025;Novembre;salmone;;14,50 €;Spesa;ING - CC
15/11/2025;Novembre;caffè;;2,40 €;Bar e Ristoranti;Satispay
15/11/2025;Novembre;bla bla car;;14,89 €;Viaggi e Trasporti;ING - CC
15/11/2025;Novembre;spesa;;12,47 €;Spesa;ING - CC
16/11/2025;Novembre;bar;;9,11 €;Bar e Ristoranti;Satispay
17/11/2025;Novembre;metro;;4,40 €;Viaggi e Trasporti;ING - CC
17/11/2025;Novembre;pranzo;;11,43 €;Bar e Ristoranti;ING - CC
17/11/2025;Novembre;cavo ethernet;;7,99 €;Shopping;ING - CC
18/11/2025;Novembre;icloud;;0,99 €;Casa e Utenze;ING - CC
18/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
20/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
20/11/2025;Novembre;pranzo;;5,90 €;Bar e Ristoranti;ING - CC
20/11/2025;Novembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
20/11/2025;Novembre;ape;;10,00 €;Bar e Ristoranti;ING - CC
21/11/2025;Novembre;birre;;8,00 €;Bar e Ristoranti;ING - CC
21/11/2025;Novembre;cena hamericas;;39,60 €;Bar e Ristoranti;ING - CC
22/11/2025;Novembre;treno;;23,50 €;Viaggi e Trasporti;ING - CC
22/11/2025;Novembre;fire tv stick;;19,99 €;Shopping;ING - CC
07/11/2025;Novembre;sketchup mamma;€ 65,00;;Altro;Allianz
24/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
24/11/2025;Novembre;bla bla car;;12,39 €;Viaggi e Trasporti;ING - CC
25/11/2025;Novembre;bar;;3,70 €;Bar e Ristoranti;Satispay
25/11/2025;Novembre;pile x tracker;;9,40 €;Auto e Moto;ING - CC
25/11/2025;Novembre;siga;;9,50 €;Altro;ING - CC
25/11/2025;Novembre;focaccia;;3,90 €;Spesa;Satispay
26/11/2025;Novembre;panettiere;;9,90 €;Spesa;Satispay
27/11/2025;Novembre;bar;;2,40 €;Bar e Ristoranti;Satispay
27/11/2025;Novembre;focaccia x colleghi;;14,50 €;Spesa;ING - CC
27/11/2025;Novembre;metro;;2,20 €;Viaggi e Trasporti;ING - CC
27/11/2025;Novembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
27/11/2025;Novembre;pranzo;;4,40 €;Bar e Ristoranti;ING - CC
28/11/2025;Novembre;google one;;2,99 €;Casa e Utenze;ING - CC
28/11/2025;Novembre;bus;;2,20 €;Viaggi e Trasporti;ING - CC
28/11/2025;Novembre;stipendio;€ 1.601,00;;Stipendio;ING - CC
28/11/2025;Novembre;pranzo;;8,00 €;Bar e Ristoranti;Buoni Pasto
28/11/2025;Novembre;pranzo;;5,60 €;Bar e Ristoranti;ING - CC
28/11/2025;Novembre;cooltra;;4,51 €;Viaggi e Trasporti;ING - CC
28/11/2025;Novembre;ape faina;;19,00 €;Bar e Ristoranti;ING - CC
28/11/2025;Novembre;metro;;2,20 €;Bar e Ristoranti;ING - CC
29/11/2025;Novembre;bar;;12,60 €;Casa e Utenze;ING - CC
29/11/2025;Novembre;fuorimano merenda;;9,50 €;Bar e Ristoranti;ING - CC
01/12/2025;Dicembre;parcheggio;;10,00 €;Viaggi e Trasporti;ING - CC
01/12/2025;Dicembre;benzina;;25,35 €;Viaggi e Trasporti;ING - CC
02/12/2025;Dicembre;rimborso parziale igiene orale metasalute;€ 45,00;;Salute;Buddybank
02/12/2025;Dicembre;affitto anticipato gennaio 2026;;675,00 €;Casa e Utenze;ING - CC
02/12/2025;Dicembre;bar;;2,40 €;Bar e Ristoranti;Satispay
02/12/2025;Dicembre;ricarica satispay;€ 49,51;;Trasferimenti;Satispay
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
